id,counts,density,name,acronym
0,0,0,b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background'
1084,0,0,b'Copula pyramidis',b'COPY',b'COPY',b'COPY',b'COPY',b'COPY',b'HEM',b'CBX',b'CB'
1085,0,0,"b'Copula pyramidis, molecular layer'",b'COPYmo',b'COPYmo',b'COPYmo',b'COPYmo',b'COPY',b'HEM',b'CBX',b'CB'
1086,0,0,"b'Copula pyramidis, Purkinje layer'",b'COPYpu',b'COPYpu',b'COPYpu',b'COPYpu',b'COPY',b'HEM',b'CBX',b'CB'
1087,0,0,"b'Copula pyramidis, granular layer'",b'COPYgr',b'COPYgr',b'COPYgr',b'COPYgr',b'COPY',b'HEM',b'CBX',b'CB'
1088,0,0,b'Paraflocculus',b'PFL',b'PFL',b'PFL',b'PFL',b'PFL',b'HEM',b'CBX',b'CB'
1089,0,0,"b'Paraflocculus, molecular layer'",b'PFLmo',b'PFLmo',b'PFLmo',b'PFLmo',b'PFL',b'HEM',b'CBX',b'CB'
1090,0,0,"b'Paraflocculus, Purkinje layer'",b'PFLpu',b'PFLpu',b'PFLpu',b'PFLpu',b'PFL',b'HEM',b'CBX',b'CB'
1091,0,0,"b'Paraflocculus, granular layer'",b'PFLgr',b'PFLgr',b'PFLgr',b'PFLgr',b'PFL',b'HEM',b'CBX',b'CB'
1092,0,0,b'Flocculus',b'FL',b'FL',b'FL',b'FL',b'FL',b'HEM',b'CBX',b'CB'
1093,0,0,"b'Flocculus, molecular layer'",b'FLmo',b'FLmo',b'FLmo',b'FLmo',b'FL',b'HEM',b'CBX',b'CB'
1094,0,0,"b'Flocculus, Purkinje layer'",b'FLpu',b'FLpu',b'FLpu',b'FLpu',b'FL',b'HEM',b'CBX',b'CB'
1095,0,0,"b'Flocculus, granular layer'",b'FLgr',b'FLgr',b'FLgr',b'FLgr',b'FL',b'HEM',b'CBX',b'CB'
1096,0,0,b'Cerebellar nuclei',b'CBN',b'CBN',b'CBN',b'CBN',b'CBN',b'CBN',b'CBN',b'CB'
1097,0,0,b'Fastigial nucleus',b'FN',b'FN',b'FN',b'FN',b'FN',b'FN',b'CBN',b'CB'
1098,0,0,b'Interposed nucleus',b'IP',b'IP',b'IP',b'IP',b'IP',b'IP',b'CBN',b'CB'
1099,0,0,b'Dentate nucleus',b'DN',b'DN',b'DN',b'DN',b'DN',b'DN',b'CBN',b'CB'
1100,0,0,b'Vestibulocerebellar nucleus',b'VeCB',b'VeCB',b'VeCB',b'VeCB',b'VeCB',b'VeCB',b'CBN',b'CB'
1101,0,0,b'fiber tracts',b'fiber tracts',b'fiber tracts',b'fiber tracts',b'fiber tracts',b'fiber tracts',b'fiber tracts',b'fiber tracts',b'fiber tracts'
1102,0,0,b'cranial nerves',b'cm',b'cm',b'cm',b'cm',b'cm',b'cm',b'cm',b'cm'
1103,0,0,b'terminal nerve',b'tn',b'tn',b'tn',b'tn',b'tn',b'tn',b'tn',b'cm'
1104,0,0,b'vomeronasal nerve',b'von',b'von',b'von',b'von',b'von',b'von',b'von',b'cm'
1105,0,0,b'olfactory nerve',b'In',b'In',b'In',b'In',b'In',b'In',b'In',b'cm'
1106,0,0,b'olfactory nerve layer of main olfactory bulb',b'onl',b'onl',b'onl',b'onl',b'onl',b'onl',b'In',b'cm'
1107,0,0,"b'lateral olfactory tract, general'",b'lotg',b'lotg',b'lotg',b'lotg',b'lotg',b'lotg',b'In',b'cm'
1108,0,0,"b'lateral olfactory tract, body'",b'lot',b'lot',b'lot',b'lot',b'lot',b'lotg',b'In',b'cm'
1109,0,0,b'dorsal limb',b'lotd',b'lotd',b'lotd',b'lotd',b'lotd',b'lotg',b'In',b'cm'
1110,0,0,b'accessory olfactory tract',b'aolt',b'aolt',b'aolt',b'aolt',b'aolt',b'lotg',b'In',b'cm'
1111,0,0,"b'anterior commissure, olfactory limb'",b'aco',b'aco',b'aco',b'aco',b'aco',b'aco',b'In',b'cm'
1112,0,0,b'optic nerve',b'IIn',b'IIn',b'IIn',b'IIn',b'IIn',b'IIn',b'IIn',b'cm'
1113,0,0,b'accessory optic tract',b'aot',b'aot',b'aot',b'aot',b'aot',b'aot',b'IIn',b'cm'
1114,0,0,b'brachium of the superior colliculus',b'bsc',b'bsc',b'bsc',b'bsc',b'bsc',b'bsc',b'IIn',b'cm'
1115,0,0,b'superior colliculus commissure',b'csc',b'csc',b'csc',b'csc',b'csc',b'csc',b'IIn',b'cm'
1116,0,0,b'optic chiasm',b'och',b'och',b'och',b'och',b'och',b'och',b'IIn',b'cm'
1117,0,0,b'optic tract',b'opt',b'opt',b'opt',b'opt',b'opt',b'opt',b'IIn',b'cm'
1118,0,0,b'tectothalamic pathway',b'ttp',b'ttp',b'ttp',b'ttp',b'ttp',b'ttp',b'IIn',b'cm'
1119,0,0,b'oculomotor nerve',b'IIIn',b'IIIn',b'IIIn',b'IIIn',b'IIIn',b'IIIn',b'IIIn',b'cm'
1120,0,0,b'medial longitudinal fascicle',b'mlf',b'mlf',b'mlf',b'mlf',b'mlf',b'mlf',b'IIIn',b'cm'
1121,0,0,b'posterior commissure',b'pc',b'pc',b'pc',b'pc',b'pc',b'pc',b'IIIn',b'cm'
1122,0,0,b'trochlear nerve',b'IVn',b'IVn',b'IVn',b'IVn',b'IVn',b'IVn',b'IVn',b'cm'
1123,0,0,b'trochlear nerve decussation',b'IVd',b'IVd',b'IVd',b'IVd',b'IVd',b'IVd',b'IVn',b'cm'
1124,0,0,b'abducens nerve',b'VIn',b'VIn',b'VIn',b'VIn',b'VIn',b'VIn',b'VIn',b'cm'
1125,0,0,b'trigeminal nerve',b'Vn',b'Vn',b'Vn',b'Vn',b'Vn',b'Vn',b'Vn',b'cm'
1126,0,0,b'motor root of the trigeminal nerve',b'moV',b'moV',b'moV',b'moV',b'moV',b'moV',b'Vn',b'cm'
1127,0,0,b'sensory root of the trigeminal nerve',b'sV',b'sV',b'sV',b'sV',b'sV',b'sV',b'Vn',b'cm'
1128,0,0,b'midbrain tract of the trigeminal nerve',b'mtV',b'mtV',b'mtV',b'mtV',b'mtV',b'sV',b'Vn',b'cm'
1129,0,0,b'spinal tract of the trigeminal nerve',b'sptV',b'sptV',b'sptV',b'sptV',b'sptV',b'sV',b'Vn',b'cm'
1130,0,0,b'facial nerve',b'VIIn',b'VIIn',b'VIIn',b'VIIn',b'VIIn',b'VIIn',b'VIIn',b'cm'
1131,0,0,b'intermediate nerve',b'iVIIn',b'iVIIn',b'iVIIn',b'iVIIn',b'iVIIn',b'iVIIn',b'VIIn',b'cm'
1132,0,0,b'genu of the facial nerve',b'gVIIn',b'gVIIn',b'gVIIn',b'gVIIn',b'gVIIn',b'gVIIn',b'VIIn',b'cm'
1133,0,0,b'vestibulocochlear nerve',b'VIIIn',b'VIIIn',b'VIIIn',b'VIIIn',b'VIIIn',b'VIIIn',b'VIIIn',b'cm'
1134,0,0,b'efferent cochleovestibular bundle',b'cvb',b'cvb',b'cvb',b'cvb',b'cvb',b'cvb',b'VIIIn',b'cm'
1135,0,0,b'vestibular nerve',b'vVIIIn',b'vVIIIn',b'vVIIIn',b'vVIIIn',b'vVIIIn',b'vVIIIn',b'VIIIn',b'cm'
1136,0,0,b'cochlear nerve',b'cVIIIn',b'cVIIIn',b'cVIIIn',b'cVIIIn',b'cVIIIn',b'cVIIIn',b'VIIIn',b'cm'
1137,0,0,b'trapezoid body',b'tb',b'tb',b'tb',b'tb',b'tb',b'cVIIIn',b'VIIIn',b'cm'
1138,0,0,b'intermediate acoustic stria',b'ias',b'ias',b'ias',b'ias',b'ias',b'cVIIIn',b'VIIIn',b'cm'
1139,0,0,b'dorsal acoustic stria',b'das',b'das',b'das',b'das',b'das',b'cVIIIn',b'VIIIn',b'cm'
1140,0,0,b'lateral lemniscus',b'll',b'll',b'll',b'll',b'll',b'cVIIIn',b'VIIIn',b'cm'
1141,0,0,b'inferior colliculus commissure',b'cic',b'cic',b'cic',b'cic',b'cic',b'cVIIIn',b'VIIIn',b'cm'
1142,0,0,b'brachium of the inferior colliculus',b'bic',b'bic',b'bic',b'bic',b'bic',b'cVIIIn',b'VIIIn',b'cm'
1143,0,0,b'glossopharyngeal nerve',b'IXn',b'IXn',b'IXn',b'IXn',b'IXn',b'IXn',b'IXn',b'cm'
1144,0,0,b'vagus nerve',b'Xn',b'Xn',b'Xn',b'Xn',b'Xn',b'Xn',b'Xn',b'cm'
1145,0,0,b'solitary tract',b'ts',b'ts',b'ts',b'ts',b'ts',b'ts',b'Xn',b'cm'
1146,0,0,b'accessory spinal nerve',b'XIn',b'XIn',b'XIn',b'XIn',b'XIn',b'XIn',b'XIn',b'cm'
1147,0,0,b'hypoglossal nerve',b'XIIn',b'XIIn',b'XIIn',b'XIIn',b'XIIn',b'XIIn',b'XIIn',b'cm'
1148,0,0,b'ventral roots',b'vrt',b'vrt',b'vrt',b'vrt',b'vrt',b'vrt',b'vrt',b'cm'
1149,0,0,b'dorsal roots',b'drt',b'drt',b'drt',b'drt',b'drt',b'drt',b'drt',b'cm'
1150,0,0,b'cervicothalamic tract',b'cett',b'cett',b'cett',b'cett',b'cett',b'cett',b'drt',b'cm'
1151,0,0,b'dorsolateral fascicle',b'dl',b'dl',b'dl',b'dl',b'dl',b'cett',b'drt',b'cm'
1152,0,0,b'dorsal commissure of the spinal cord',b'dcm',b'dcm',b'dcm',b'dcm',b'dcm',b'cett',b'drt',b'cm'
1153,0,0,b'ventral commissure of the spinal cord',b'vc',b'vc',b'vc',b'vc',b'vc',b'cett',b'drt',b'cm'
1154,0,0,b'fasciculus proprius',b'fpr',b'fpr',b'fpr',b'fpr',b'fpr',b'cett',b'drt',b'cm'
1155,0,0,b'dorsal column',b'dc',b'dc',b'dc',b'dc',b'dc',b'cett',b'drt',b'cm'
1156,0,0,b'cuneate fascicle',b'cuf',b'cuf',b'cuf',b'cuf',b'dc',b'cett',b'drt',b'cm'
1157,0,0,b'gracile fascicle',b'grf',b'grf',b'grf',b'grf',b'dc',b'cett',b'drt',b'cm'
1158,0,0,b'internal arcuate fibers',b'iaf',b'iaf',b'iaf',b'iaf',b'dc',b'cett',b'drt',b'cm'
1159,0,0,b'medial lemniscus',b'ml',b'ml',b'ml',b'ml',b'ml',b'cett',b'drt',b'cm'
1160,0,0,b'spinothalamic tract',b'sst',b'sst',b'sst',b'sst',b'sst',b'sst',b'sst',b'cm'
1161,0,0,b'lateral spinothalamic tract',b'sttl',b'sttl',b'sttl',b'sttl',b'sttl',b'sttl',b'sst',b'cm'
1162,0,0,b'ventral spinothalamic tract',b'sttv',b'sttv',b'sttv',b'sttv',b'sttv',b'sttv',b'sst',b'cm'
1163,0,0,b'spinocervical tract',b'scrt',b'scrt',b'scrt',b'scrt',b'scrt',b'scrt',b'sst',b'cm'
1164,0,0,b'spino-olivary pathway',b'sop',b'sop',b'sop',b'sop',b'sop',b'sop',b'sst',b'cm'
1165,0,0,b'spinoreticular pathway',b'srp',b'srp',b'srp',b'srp',b'srp',b'srp',b'sst',b'cm'
1166,0,0,b'spinovestibular pathway',b'svp',b'svp',b'svp',b'svp',b'svp',b'svp',b'sst',b'cm'
1167,0,0,b'spinotectal pathway',b'stp',b'stp',b'stp',b'stp',b'stp',b'stp',b'sst',b'cm'
1168,0,0,b'spinohypothalamic pathway',b'shp',b'shp',b'shp',b'shp',b'shp',b'shp',b'sst',b'cm'
1169,0,0,b'spinotelenchephalic pathway',b'step',b'step',b'step',b'step',b'step',b'step',b'sst',b'cm'
1170,0,0,b'hypothalamohypophysial tract',b'hht',b'hht',b'hht',b'hht',b'hht',b'step',b'sst',b'cm'
1171,0,0,b'cerebellum related fiber tracts',b'cbf',b'cbf',b'cbf',b'cbf',b'cbf',b'cbf',b'cbf',b'cbf'
1172,0,0,b'cerebellar commissure',b'cbc',b'cbc',b'cbc',b'cbc',b'cbc',b'cbc',b'cbc',b'cbf'
1173,0,0,b'cerebellar peduncles',b'cbp',b'cbp',b'cbp',b'cbp',b'cbp',b'cbp',b'cbp',b'cbf'
1174,0,0,b'superior cerebelar peduncles',b'scp',b'scp',b'scp',b'scp',b'scp',b'scp',b'cbp',b'cbf'
1175,0,0,b'superior cerebellar peduncle decussation',b'dscp',b'dscp',b'dscp',b'dscp',b'dscp',b'scp',b'cbp',b'cbf'
1176,0,0,b'spinocerebellar tract',b'sct',b'sct',b'sct',b'sct',b'dscp',b'scp',b'cbp',b'cbf'
1177,0,0,b'uncinate fascicle',b'uf',b'uf',b'uf',b'uf',b'uf',b'scp',b'cbp',b'cbf'
1178,0,0,b'ventral spinocerebellar tract',b'sctv',b'sctv',b'sctv',b'sctv',b'sctv',b'scp',b'cbp',b'cbf'
1179,0,0,b'middle cerebellar peduncle',b'mcp',b'mcp',b'mcp',b'mcp',b'mcp',b'mcp',b'cbp',b'cbf'
1180,0,0,b'inferior cerebellar peduncle',b'icp',b'icp',b'icp',b'icp',b'icp',b'icp',b'cbp',b'cbf'
1181,0,0,b'dorsal spinocerebellar tract',b'sctd',b'sctd',b'sctd',b'sctd',b'sctd',b'icp',b'cbp',b'cbf'
1182,0,0,b'cuneocerebellar tract',b'cct',b'cct',b'cct',b'cct',b'cct',b'icp',b'cbp',b'cbf'
1183,0,0,b'juxtarestiform body',b'jrb',b'jrb',b'jrb',b'jrb',b'jrb',b'icp',b'cbp',b'cbf'
1184,0,0,b'bulbocerebellar tract',b'bct',b'bct',b'bct',b'bct',b'bct',b'icp',b'cbp',b'cbf'
1185,0,0,b'olivocerebellar tract',b'oct',b'oct',b'oct',b'oct',b'bct',b'icp',b'cbp',b'cbf'
1186,0,0,b'reticulocerebellar tract',b'rct',b'rct',b'rct',b'rct',b'bct',b'icp',b'cbp',b'cbf'
1187,0,0,b'trigeminocerebellar tract',b'tct',b'tct',b'tct',b'tct',b'tct',b'tct',b'cbp',b'cbf'
1188,0,0,b'arbor vitae',b'arb',b'arb',b'arb',b'arb',b'arb',b'arb',b'arb',b'cbf'
1189,0,0,b'supra-callosal cerebral white matter',b'scwm',b'scwm',b'scwm',b'scwm',b'scwm',b'scwm',b'scwm',b'scwm'
1190,0,0,b'lateral forebrain bundle system',b'lfbs',b'lfbs',b'lfbs',b'lfbs',b'lfbs',b'lfbs',b'lfbs',b'lfbs'
1191,0,0,b'corpus callosum',b'cc',b'cc',b'cc',b'cc',b'cc',b'cc',b'cc',b'lfbs'
1192,0,0,"b'corpus callosum, anterior forceps'",b'fa',b'fa',b'fa',b'fa',b'fa',b'fa',b'cc',b'lfbs'
1193,0,0,b'external capsule',b'ec',b'ec',b'ec',b'ec',b'ec',b'nan',b'cc',b'lfbs'
1194,0,0,"b'corpus callosum, extreme capsule'",b'ee',b'ee',b'ee',b'ee',b'ee',b'ee',b'cc',b'lfbs'
1195,0,0,b'genu of corpus callosum',b'ccg',b'ccg',b'ccg',b'ccg',b'ccg',b'ccg',b'cc',b'lfbs'
1196,0,0,"b'corpus callosum, posterior forceps'",b'fp',b'fp',b'fp',b'fp',b'fp',b'fp',b'cc',b'lfbs'
1197,0,0,"b'corpus callosum, rostrum'",b'ccr',b'ccr',b'ccr',b'ccr',b'ccr',b'ccr',b'cc',b'lfbs'
1198,0,0,"b'corpus callosum, body'",b'ccb',b'ccb',b'ccb',b'ccb',b'ccb',b'ccb',b'cc',b'lfbs'
1199,0,0,"b'corpus callosum, splenium'",b'ccs',b'ccs',b'ccs',b'ccs',b'ccs',b'ccs',b'cc',b'lfbs'
1200,0,0,b'corticospinal tract',b'cst',b'cst',b'cst',b'cst',b'cst',b'cst',b'cst',b'lfbs'
1201,0,0,b'internal capsule',b'int',b'int',b'int',b'int',b'int',b'int',b'cst',b'lfbs'
1202,0,0,b'cerebal peduncle',b'cpd',b'cpd',b'cpd',b'cpd',b'cpd',b'cpd',b'cst',b'lfbs'
1203,0,0,b'corticotectal tract',b'cte',b'cte',b'cte',b'cte',b'cte',b'cte',b'cst',b'lfbs'
1204,0,0,b'corticorubral tract',b'crt',b'crt',b'crt',b'crt',b'crt',b'crt',b'cst',b'lfbs'
1205,0,0,b'corticopontine tract',b'cpt',b'cpt',b'cpt',b'cpt',b'cpt',b'cpt',b'cst',b'lfbs'
1206,0,0,b'corticobulbar tract',b'cbt',b'cbt',b'cbt',b'cbt',b'cbt',b'cbt',b'cst',b'lfbs'
1207,0,0,b'pyramid',b'py',b'py',b'py',b'py',b'py',b'py',b'cst',b'lfbs'
1208,0,0,b'pyramidal decussation',b'pyd',b'pyd',b'pyd',b'pyd',b'pyd',b'pyd',b'cst',b'lfbs'
1209,0,0,"b'corticospinal tract, crossed'",b'cstc',b'cstc',b'cstc',b'cstc',b'cstc',b'cstc',b'cst',b'lfbs'
1210,0,0,"b'corticospinal tract, uncrossed'",b'cstu',b'cstu',b'cstu',b'cstu',b'cstu',b'cstu',b'cst',b'lfbs'
1211,0,0,b'thalamus related',b'lfbst',b'lfbst',b'lfbst',b'lfbst',b'lfbst',b'lfbst',b'lfbst',b'lfbs'
1212,0,0,b'external medullary lamina of the thalamus',b'em',b'em',b'em',b'em',b'em',b'em',b'lfbst',b'lfbs'
1213,0,0,b'internal medullary lamina of the thalamus',b'im',b'im',b'im',b'im',b'im',b'im',b'lfbst',b'lfbs'
1214,0,0,b'middle thalamic commissure',b'mtc',b'mtc',b'mtc',b'mtc',b'mtc',b'mtc',b'lfbst',b'lfbs'
1215,0,0,b'thalamic peduncles',b'tp',b'tp',b'tp',b'tp',b'tp',b'tp',b'lfbst',b'lfbs'
1216,0,0,b'optic radiation',b'or',b'or',b'or',b'or',b'or',b'or',b'lfbst',b'lfbs'
1217,0,0,b'auditory radiation',b'ar',b'ar',b'ar',b'ar',b'ar',b'ar',b'lfbst',b'lfbs'
1218,0,0,b'extrapyramidal fiber systems',b'eps',b'eps',b'eps',b'eps',b'eps',b'eps',b'eps',b'eps'
1219,0,0,b'cerebral nuclei related',b'epsc',b'epsc',b'epsc',b'epsc',b'epsc',b'epsc',b'epsc',b'eps'
1220,0,0,b'pallidothalamic pathway',b'pap',b'pap',b'pap',b'pap',b'pap',b'pap',b'epsc',b'eps'
1221,0,0,b'nigrostriatal tract',b'nst',b'nst',b'nst',b'nst',b'nst',b'nst',b'epsc',b'eps'
1222,0,0,b'nigrothalamic fibers',b'ntt',b'ntt',b'ntt',b'ntt',b'ntt',b'ntt',b'epsc',b'eps'
1223,0,0,b'pallidotegmental fascicle',b'ptf',b'ptf',b'ptf',b'ptf',b'ptf',b'ptf',b'epsc',b'eps'
1224,0,0,b'striatonigral pathway',b'snp',b'snp',b'snp',b'snp',b'snp',b'snp',b'epsc',b'eps'
1225,0,0,b'subthalamic fascicle',b'stf',b'stf',b'stf',b'stf',b'stf',b'stf',b'epsc',b'eps'
1226,0,0,b'tectospinal pathway',b'tsp',b'tsp',b'tsp',b'tsp',b'tsp',b'tsp',b'tsp',b'eps'
1227,0,0,b'direct tectospinal pathway',b'tspd',b'tspd',b'tspd',b'tspd',b'tspd',b'tspd',b'tsp',b'eps'
1228,0,0,b'doral tegmental decussation',b'dtd',b'dtd',b'dtd',b'dtd',b'dtd',b'dtd',b'tsp',b'eps'
1229,0,0,b'crossed tectospinal pathway',b'tspc',b'tspc',b'tspc',b'tspc',b'tspc',b'tspc',b'tsp',b'eps'
1230,0,0,b'rubrospinal tract',b'rust',b'rust',b'rust',b'rust',b'rust',b'rust',b'rust',b'eps'
1231,0,0,b'ventral tegmental decussation',b'vtd',b'vtd',b'vtd',b'vtd',b'vtd',b'vtd',b'rust',b'eps'
1232,0,0,b'rubroreticular tract',b'rrt',b'rrt',b'rrt',b'rrt',b'rrt',b'rrt',b'rust',b'eps'
1233,0,0,b'central tegmental bundle',b'ctb',b'ctb',b'ctb',b'ctb',b'ctb',b'ctb',b'ctb',b'eps'
1234,0,0,b'retriculospinal tract',b'rst',b'rst',b'rst',b'rst',b'rst',b'rst',b'rst',b'eps'
1235,0,0,"b'retriculospinal tract, lateral part'",b'rstl',b'rstl',b'rstl',b'rstl',b'rstl',b'rstl',b'rst',b'eps'
1236,0,0,"b'retriculospinal tract, medial part'",b'rstm',b'rstm',b'rstm',b'rstm',b'rstm',b'rstm',b'rst',b'eps'
1237,0,0,b'vestibulospinal pathway',b'vsp',b'vsp',b'vsp',b'vsp',b'vsp',b'vsp',b'vsp',b'eps'
1238,0,0,b'medial forebrain bundle system',b'mfbs',b'mfbs',b'mfbs',b'mfbs',b'mfbs',b'mfbs',b'mfbs',b'mfbs'
1239,0,0,b'cerebrum related',b'mfbc',b'mfbc',b'mfbc',b'mfbc',b'mfbc',b'mfbc',b'mfbc',b'mfbs'
1240,0,0,b'amygdalar capsule',b'amc',b'amc',b'amc',b'amc',b'amc',b'amc',b'mfbc',b'mfbs'
1241,0,0,b'ansa peduncularis',b'apd',b'apd',b'apd',b'apd',b'apd',b'apd',b'mfbc',b'mfbs'
1242,0,0,"b'anterior commissure, temporal limb'",b'act',b'act',b'act',b'act',b'act',b'act',b'mfbc',b'mfbs'
1243,0,0,b'cingulum bundle',b'cing',b'cing',b'cing',b'cing',b'cing',b'cing',b'mfbc',b'mfbs'
1244,0,0,b'fornix system',b'fxs',b'fxs',b'fxs',b'fxs',b'fxs',b'fxs',b'mfbc',b'mfbs'
1245,0,0,b'alveus',b'alv',b'alv',b'alv',b'alv',b'alv',b'fxs',b'mfbc',b'mfbs'
1246,0,0,b'dorsal fornix',b'df',b'df',b'df',b'df',b'df',b'fxs',b'mfbc',b'mfbs'
1247,0,0,b'fimbria',b'fi',b'fi',b'fi',b'fi',b'fi',b'fxs',b'mfbc',b'mfbs'
1248,0,0,"b'precommissural fornix, general'",b'fxprg',b'fxprg',b'fxprg',b'fxprg',b'fxprg',b'fxs',b'mfbc',b'mfbs'
1249,0,0,b'precommissural fornix diagonal band',b'db',b'db',b'db',b'db',b'fxprg',b'fxs',b'mfbc',b'mfbs'
1250,0,0,b'postcommissural fornix',b'fxpo',b'fxpo',b'fxpo',b'fxpo',b'fxpo',b'fxs',b'mfbc',b'mfbs'
1251,0,0,b'medial corticohypothalamic tract',b'mct',b'mct',b'mct',b'mct',b'fxpo',b'fxs',b'mfbc',b'mfbs'
1252,0,0,b'columns of the fornix',b'fx',b'fx',b'fx',b'fx',b'fxpo',b'fxs',b'mfbc',b'mfbs'
1253,0,0,b'hippocampal commissures',b'hc',b'hc',b'hc',b'hc',b'hc',b'fxs',b'mfbc',b'mfbs'
1254,0,0,b'dorsal hippocampal commissure',b'dhc',b'dhc',b'dhc',b'dhc',b'hc',b'fxs',b'mfbc',b'mfbs'
1255,0,0,b'ventral hippocampal commissure',b'vhc',b'vhc',b'vhc',b'vhc',b'hc',b'fxs',b'mfbc',b'mfbs'
1256,0,0,b'perforant path',b'per',b'per',b'per',b'per',b'per',b'fxs',b'mfbc',b'mfbs'
1257,0,0,b'angular path',b'ab',b'ab',b'ab',b'ab',b'ab',b'fxs',b'mfbc',b'mfbs'
1258,0,0,b'longitudinal association bundle',b'lab',b'lab',b'lab',b'lab',b'lab',b'lab',b'mfbc',b'mfbs'
1259,0,0,b'stria terminalis',b'st',b'st',b'st',b'st',b'st',b'st',b'mfbc',b'mfbs'
1260,0,0,b'commissural branch of stria terminalis',b'stc',b'stc',b'stc',b'stc',b'stc',b'st',b'mfbc',b'mfbs'
1261,0,0,b'hypothalamus related',b'mfsbshy',b'mfsbshy',b'mfsbshy',b'mfsbshy',b'mfsbshy',b'mfsbshy',b'mfsbshy',b'mfbs'
1262,0,0,b'medial forebrain bundle',b'mfb',b'mfb',b'mfb',b'mfb',b'mfb',b'mfb',b'mfsbshy',b'mfbs'
1263,0,0,b'ventrolateral hypothalamic tract',b'vlt',b'vlt',b'vlt',b'vlt',b'vlt',b'vlt',b'mfsbshy',b'mfbs'
1264,0,0,b'preoptic commissure',b'poc',b'poc',b'poc',b'poc',b'poc',b'poc',b'mfsbshy',b'mfbs'
1265,0,0,b'supraoptic commissures',b'sup',b'sup',b'sup',b'sup',b'sup',b'sup',b'mfsbshy',b'mfbs'
1266,0,0,"b'supraoptic commissures, anterior'",b'supa',b'supa',b'supa',b'supa',b'supa',b'sup',b'mfsbshy',b'mfbs'
1267,0,0,"b'supraoptic commissures, dorsal'",b'supd',b'supd',b'supd',b'supd',b'supd',b'sup',b'mfsbshy',b'mfbs'
1268,0,0,"b'supraoptic commissures, ventral'",b'supv',b'supv',b'supv',b'supv',b'supv',b'sup',b'mfsbshy',b'mfbs'
1269,0,0,b'premammillary commissure',b'pmx',b'pmx',b'pmx',b'pmx',b'pmx',b'pmx',b'mfsbshy',b'mfbs'
1270,0,0,b'supramammillary decussation',b'smd',b'smd',b'smd',b'smd',b'smd',b'smd',b'mfsbshy',b'mfbs'
1271,0,0,b'propriohypothalamic pathways',b'php',b'php',b'php',b'php',b'php',b'php',b'mfsbshy',b'mfbs'
1272,0,0,"b'propriohypothalamic pathways, dorsal'",b'phpd',b'phpd',b'phpd',b'phpd',b'phpd',b'php',b'mfsbshy',b'mfbs'
1273,0,0,"b'propriohypothalamic pathways, lateral'",b'phpl',b'phpl',b'phpl',b'phpl',b'phpl',b'php',b'mfsbshy',b'mfbs'
1274,0,0,"b'propriohypothalamic pathways, medial'",b'phpm',b'phpm',b'phpm',b'phpm',b'phpm',b'php',b'mfsbshy',b'mfbs'
1275,0,0,"b'propriohypothalamic pathways, ventral'",b'phpv',b'phpv',b'phpv',b'phpv',b'phpv',b'php',b'mfsbshy',b'mfbs'
1276,0,0,b'periventricular bundle of the hypothalamus',b'pvbh',b'pvbh',b'pvbh',b'pvbh',b'pvbh',b'pvbh',b'mfsbshy',b'mfbs'
1277,0,0,b'mammillary related',b'mfbsma',b'mfbsma',b'mfbsma',b'mfbsma',b'mfbsma',b'mfbsma',b'mfsbshy',b'mfbs'
1278,0,0,b'principal mammillary tract',b'pm',b'pm',b'pm',b'pm',b'pm',b'mfbsma',b'mfsbshy',b'mfbs'
1279,0,0,b'mammillothalamic tract',b'mtt',b'mtt',b'mtt',b'mtt',b'mtt',b'mfbsma',b'mfsbshy',b'mfbs'
1280,0,0,b'mammillotegmental tract',b'mtg',b'mtg',b'mtg',b'mtg',b'mtg',b'mfbsma',b'mfsbshy',b'mfbs'
1281,0,0,b'mammillary peduncle',b'mp',b'mp',b'mp',b'mp',b'mp',b'mfbsma',b'mfsbshy',b'mfbs'
1282,0,0,b'dorsal thalamus related',b'mfbst',b'mfbst',b'mfbst',b'mfbst',b'mfbst',b'mfbst',b'mfsbshy',b'mfbs'
1283,0,0,b'periventricular bundle of the thalamus',b'pvbt',b'pvbt',b'pvbt',b'pvbt',b'pvbt',b'mfbst',b'mfsbshy',b'mfbs'
1284,0,0,b'epithalamus related',b'mfbse',b'mfbse',b'mfbse',b'mfbse',b'mfbse',b'mfbse',b'mfsbshy',b'mfbs'
1285,0,0,b'stria medullaris',b'sm',b'sm',b'sm',b'sm',b'sm',b'mfbse',b'mfsbshy',b'mfbs'
1286,0,0,b'fasciculus retroflexus',b'fr',b'fr',b'fr',b'fr',b'fr',b'mfbse',b'mfsbshy',b'mfbs'
1287,0,0,b'habenular commissure',b'hbc',b'hbc',b'hbc',b'hbc',b'hbc',b'mfbse',b'mfsbshy',b'mfbs'
1288,0,0,b'pineal stalk',b'PIS',b'PIS',b'PIS',b'PIS',b'PIS',b'mfbse',b'mfsbshy',b'mfbs'
1289,0,0,b'midbrain related',b'mfbsm',b'mfbsm',b'mfbsm',b'mfbsm',b'mfbsm',b'mfbsm',b'mfsbshy',b'mfbs'
1290,0,0,b'dorsal longitudinal fascicle',b'dlf',b'dlf',b'dlf',b'dlf',b'dlf',b'mfbsm',b'mfsbshy',b'mfbs'
